name,latitude,longitude,amenity,highway,
Taste The Best,18.492413,73.8246334,,,
Nourish,18.4924216,73.8245992,,,
Tulshi Super Shopee,18.4924318,73.8245738,,,
Chakradhar Mitra mandal,18.4787747,73.8192868,place_of_worship,,
Dr. Godbole Laboratory,18.4930423,73.8251491,doctors,,
Salon Kunal,18.4930009,73.8251363,,,
Potoba,18.4921774,73.8252641,restaurant,,
Shree Ganesh Dry-Cleaners,18.4927284,73.8253952,,,
Enhance Salon,18.4927062,73.8253918,,,
Swaroop Computers,18.4926766,73.8253871,,,
Aswad,18.4925523,73.8253415,,,
Eira,18.4925208,73.8253285,,,
Pehnava,18.492295,73.8252802,,,
Cheesy Bites,18.4923268,73.8252899,fast_food,,
Lokmanya Multipurpose Co-Op Society,18.4923647,73.8252983,bank,,
Smart Care Mobile Zone,18.4924,73.8253094,,,
Ram Medicals,18.4928884,73.8254317,,,
Agraj Food Processors,18.4940596,73.8254352,,,
Punthambaker Optics,18.4940327,73.8254215,,,
Agraj Health Secrets,18.4940127,73.8254077,pharmacy,,
Vibgyor,18.493709,73.8252333,,,
Ram Electronics & Electricals,18.4936912,73.825337,,,
Varad Dental Clinic & Implant Centre,18.4935965,73.8253105,dentist,,
Jonky,18.5922097,73.7447673,restaurant,,
my daBBa,18.4922771,73.8239542,restaurant,,
Jio,18.4904944,73.8236186,,,
Toastmasters Club of Pune-West,18.5023094,73.8268308,community_centre,,
Mayur Pavbhaji,18.492924,73.8251172,restaurant,,
Paprika,18.4982663,73.8265123,restaurant,,
Suncity exit,18.4740136,73.810024,,motorway_junction,
Navshya Maruti,18.4936324,73.8354065,place_of_worship,,
Krishi Anusandhan Stn,18.5512391,73.8049943,bus_station,,
Hare Krishna Super Shopee,18.4787653,73.8193777,,,
Durga Car Decor,18.5200168,73.8307251,,,
IDFC First Bank,18.5200482,73.8307881,bank,,
La Gustosa,18.5019711,73.8147421,restaurant,,
Schön,18.5019768,73.8144404,,,
Ashirvad,18.5019488,73.8140226,restaurant,,
Khadki,18.5471789,73.8508098,metroStation,,
UCO Bank,18.501945,73.8141158,bank,,
The Dharampeth Mahila Multistate Coop Society,18.5019469,73.8140682,bank,,
De Baker's Lounge,18.502221,73.8094132,cafe,,
Katraj Dairy,18.5018051,73.8093603,,,
Pedl,18.501896,73.80932,bicycle_rental,,
Rajmandir,18.5018057,73.8093127,ice_cream,,
Naresh Trading Company,18.4941977,73.8254938,,,
Baker's Basket,18.4941678,73.82548,,,
Chocolates Ice Creams Dryfruits,18.4941408,73.825471,,,
Monginis Cake Shop,18.4941138,73.8254612,,,
Royal Investments,18.4940858,73.8254498,financial_advice,,
Jahagirdar Bakers,18.4939777,73.8253959,,,
Dr. Vidya Joshi,18.4939484,73.8253861,doctors,,
Rajashree,18.4939198,73.825358,,,
Prime Medical General Store,18.4929985,73.8256344,,,
Samartha Pav Bhaji And Juice Cetner,18.4936388,73.8252581,restaurant,,
Aryan Photo's,18.4936728,73.8252265,,,
Viva Fashions,18.4936114,73.8252121,,,
Arham Medical,18.4935179,73.8253167,,,
Arohi's Collection,18.491131,73.8222034,,,
New Pune Bakery,18.4911167,73.8222396,,,
Gayatri,18.4904604,73.8248473,,,
Vishvand Ayurvedic Clinic,18.4904025,73.8248393,clinic,,
Giriraj Inner Shoppe,18.4903033,73.8248252,,,
Inner Casuals,18.4902632,73.8248145,,,
Bodybasics,18.4902302,73.8248111,,,
Siya Creations,18.4912279,73.8246784,,,
Orchid Flora,18.4913583,73.8247025,,,
City Pride School,18.6520344,73.7722278,school,,
Sonigara Jewellers,18.6408064,73.7937123,,,
Janata Bank,18.6407225,73.7938517,bank,,
Kollage,18.5145117,73.8283664,restaurant,,
Coffee Republic,18.514478,73.8288841,cafe,,
Crazy Cheesy Cafe,18.5117222,73.8293085,cafe,,
Bavdhan Merchant,18.517674,73.7801758,bank,,
Ribbons & Balloons,18.5055066,73.8250458,,,
Drug House,18.5055168,73.8250954,pharmacy,,
Kalinga,18.5050437,73.8320678,restaurant,,
Vishwas Medico,18.5046246,73.8310976,pharmacy,,
All For Small,18.5171053,73.841534,,,
Girikand Holidays,18.5180069,73.8396055,,,
Pallod,18.5181258,73.8389222,,,
Samarth Sahakari Bank,18.5181207,73.8385192,atm,,
Nizkaya,18.5181849,73.8377719,,,
Svelte,18.5181849,73.8377333,,,
Health Care Medical,18.5181862,73.8376844,pharmacy,,
Sane Dairy,18.5179554,73.8373277,,,
Suryama,18.5180228,73.8362521,restaurant,,
Neo Artery and Vein Clinic,18.5180037,73.8360362,clinic,,
The Titan Shop,18.5182517,73.8356177,,,
Golwilkar Metropolis Heath Service (India) Pvt Ltd,18.5181296,73.8344155,hospital,,
Aarohan,18.5180826,73.8342689,,,
Bandhan Bank,18.5180962,73.8342709,bank,,
Bhangini Nivedita Sahakari Bank,18.5181074,73.8342726,bank,,
Javed Habib Hair Studio,18.5177062,73.8342163,,,
Food Junction,18.517682,73.8343772,,,
Dr. Batra's Homeopathy Clinic,18.5025575,73.8169547,clinic,,
Dr. Mangrulkar's Orthodontic and Multispeciality Dental Clinic,18.5025413,73.8168013,dentist,,
Shubhamkar Hand Clinic,18.5025462,73.8168342,clinic,,
Meshail,18.5025254,73.816778,,,
Vidya Sahakari Bank,18.5024957,73.8166264,bank,,
Mankar Dosa,18.5018725,73.8058493,fast_food,,
Sampada Bank,18.5024333,73.8162435,bank,,
Midnight Kakery,18.5018032,73.8091175,,,
Ajantha,18.507177,73.8445106,,,
Kanhere's Studio Event,18.504816,73.84199,,,
Travel India Club,18.5048154,73.8420309,,,
Mayur Medicals,18.5050332,73.8395314,pharmacy,,
Nutan Gift Shopee,18.5050221,73.8394956,,,
Mayur Sweets,18.5050074,73.8394526,,,
Chinchechi Talim,18.5085804,73.855456,place_of_worship,,
H. V. Mehendale and Sons,18.5055104,73.8537602,,,
Monarch Yamaha,18.5060827,73.8525713,,,
Gurunath Travels,18.5070807,73.8512389,,,
SP's Biryani,18.5083286,73.8502975,restaurant,,
Abhijat,18.5080689,73.8502287,,,
Parag Stationers,18.5080793,73.8502143,,,
Tilak Automobiles,18.5082269,73.8499528,,,
Shakti Sports,18.5088627,73.8485742,,,
Arihant Medicals,18.5093148,73.8481215,pharmacy,,
Darja Misal,18.509449,73.846814,restaurant,,
Rohit Coffee Corner,18.5095069,73.8468166,cafe,,
Paranjape Hospital,18.5143979,73.8460515,hospital,,
New Apoorwai,18.5142459,73.8461682,restaurant,,
Master Leather Works,18.5139191,73.8468314,,,
Guruji Talim,18.5150471,73.8546601,place_of_worship,,
Lodha and Sons,18.5133405,73.8594773,,,
Shri Niyanand Bhuvan,18.5127211,73.8585547,restaurant,,
"Hope Foundation's International Institute of Information Technolohy, Pune",18.5837559,73.7363713,college,,
Mr. Eggs,18.5880525,73.7385343,cafe,,
Keshatawar Provision Store,18.4905637,73.823412,,,
Anand Pav Bhaji,18.4907367,73.8230134,restaurant,,
Pune People's Bank,18.4908464,73.8232447,bank,,
Sanman,18.490578,73.8233399,restaurant,,
Amul Ice-cream Parlour,18.4906079,73.8232642,ice_cream,,
Just In Collection,18.4906206,73.8232186,,,
Medplus,18.4906588,73.8231451,,,
Dantale Art Jewellry,18.4906664,73.8231009,,,
"Wallpapers, Carpet Galleries",18.4906734,73.823059,,,
Aapulaki,18.4907109,73.8229752,restaurant,,
Reshama's Ladies Tailor,18.4907116,73.8229202,,,
Apex Mobile Gallery,18.4907217,73.8228578,,,
ICICI Bank - Karve Nagar Branch,18.4912938,73.8218275,bank,,
Furniture Sankul,18.4912057,73.821976,,,
Akshay Hardware and Electricals,18.4911923,73.8220149,,,
Maharastra Chemist,18.4911834,73.8220481,,,
Siddharth Collection,18.4911717,73.822084,,,
Mighty Doggys & Cat,18.4911596,73.8221192,,,
"Gungothri Home Appliances, Sales and Service",18.4911431,73.8221581,,,
Rajesh Home Appliances,18.4910998,73.8222778,,,
Rajendra Cycle Centre,18.4910728,73.8223613,,,
amante,18.4909907,73.8225956,,,
Eve's Secret,18.4910098,73.8225467,,,
Triumph,18.4910219,73.8225085,,,
Ghodela Ply And Hardware,18.4910378,73.8224565,,,
N. Madhav Ayurvedic,18.4910572,73.8224069,clinic,,
Imax - The Optic,18.4910871,73.8223177,,,
Tsaai Sshen Yeh,18.5518496,73.7932214,restaurant,,
Chota Bite by Cafe Goodluck,18.5523169,73.7938289,cafe,,
Greedy Man's Pizzeria,18.5523455,73.7938323,restaurant,,
Origin Bistro,18.5521287,73.7938182,restaurant,,
Tukaram Maharaj Mandir,18.7190654,73.7652889,place_of_worship,,
"Spandan Hospital, Pune",18.6141649,73.765762,hospital,,
Ravi Laundary & Drycleaner,18.5894244,73.7843176,,,
Scoutwheels,18.5930668,73.7628327,,,
House of Parathas,18.5953413,73.7636736,restaurant,,
Anand_Nagar,18.5078456,73.8166987,metroStation,,
Rajendra Motors,18.6113266,73.7832085,,,
Brewbakes Café|Bistro Paud Raod,18.5083054,73.8223027,cafe,,
Konark Towers,18.5749676,73.7735673,,,
Ruperi,18.503392,73.8194232,,,
Fast Photo,18.5033853,73.8193991,,,
Roonak Furnishings,18.5033761,73.8193664,,,
Glowdent Clinic,18.5033728,73.8193544,dentist,,
Mithas Sweets,18.55459,73.8092062,,,
Sai Sagar Pure Veg Restaurant,18.7378399,73.7256002,restaurant,,
Athashri Temple,18.5490934,73.789762,place_of_worship,,
Madhuban Restaurant,18.5904753,73.7501506,restaurant,,
Gokul Furniture,18.5919754,73.7630613,,,
Honda,18.5901681,73.7678033,,,
Shivam Traders,18.5888977,73.7842842,,,
Ideal Furniture,18.588865,73.7760224,,,
Barbeque Ville,18.5930421,73.7736633,bbq,,
भैरवी,18.5918931,73.7734702,restaurant,,
Fascino,18.5917061,73.7734486,,,
Oriental Kitchen,18.591382,73.7734242,restaurant,,
Manmohan Mobile and Electricals,18.5902126,73.7736539,,,
Rolls Mania,18.5930465,73.7367605,fast_food,,
Axis Bank ATM,18.5940457,73.7357227,atm,,
Fly Curry,18.592968,73.7368799,restaurant,,
Yes Bank ATM,18.5911165,73.7413549,atm,,
Yug Honda,18.5901731,73.7677996,,,
Phadke Dining Hall,18.5085454,73.8512373,restaurant,,
Om Sai Car Care,18.5903945,73.772117,,,
IndusInd Bank ATM,18.5887197,73.7799719,atm,,
IDFC Bank,18.5556747,73.8083149,bank,,
Crossword Bookstores,18.5562163,73.8089207,,,
Kadhai,18.5561911,73.8089798,fast_food,,
Baner Riverside Birdwatching Hotspot,18.5647162,73.7885848,,,
Lenskart,18.5652093,73.8071055,,,
AIMS Cafeteria,18.5629732,73.810633,cafe,,
Holiday Inn Express Pune Pimpri,18.6282118,73.8075688,,,
Krazy Kids,18.5042285,73.8207007,,,
Rajesh Bakery,18.5042848,73.8208669,,,
Laxmi Hardware and Electricals,18.5040797,73.8204733,,,
Katraj,18.5419005,73.8296163,,,
Emke Medicals,18.5411459,73.8297739,pharmacy,,
Oriflame,18.5410721,73.8298792,,,
Yashvi Enterprises,18.5402155,73.8296689,,,
Absolute Fitness,18.5402031,73.8296451,,,
Kirti Harware,18.560438,73.8088999,,,
Prakash Medicals,18.5604427,73.808984,pharmacy,,
Ramesh Mini Mart and Cosmetic,18.5604467,73.8090565,,,
Parihar Sweets and Dryfruits,18.5593676,73.8147388,,,
Hyderabadi Spice,18.5604276,73.809483,restaurant,,
Prashant,18.5604257,73.8095359,,,
Radhika,18.560421,73.8100382,restaurant,,
Chaturshrungi Tyres,18.5604219,73.810069,,,
Cell Care,18.560797,73.8107899,,,
The Belgium Waffle Co,18.560797,73.8107577,fast_food,,
Cake & Cream,18.5607957,73.8106692,,,
Ishwar Motor Driving School,18.560781,73.8110982,driving_school,,
Kimaya Skin Clinic,18.5604582,73.8126654,clinic,,
Modkharkar Clinic,18.5604899,73.8127794,clinic,,
Lakmé Salon,18.5655327,73.8039543,,,
Tangent: The Furniture Mall,18.5654996,73.8042627,,,
Ashwin Clinic,18.5655305,73.8068928,clinic,,
Rahul,18.5655328,73.8068155,restaurant,,
Bangalore Ayyangers Bakery,18.5032276,73.7987937,,,
The Malkapur Urban Co-op Bank Ltd,18.5031017,73.7996238,bank,,
The Yavatmal Urban Co-op Bank Ltd,18.5030788,73.7997848,bank,,
Rajlakshmi-Kaladarshan Hall,18.5031284,73.7997124,community_centre,,
Fitness 365 Gym,18.5085639,73.791659,,,
Pantaloons Woman,18.508527,73.7916597,,,
Shrinath Medicos,18.5074422,73.7974539,pharmacy,,
Saheli,18.5056967,73.7978046,,,
Laxmi Super Shoppee,18.505746,73.7977416,,,
Sharayu Harmony,18.5658639,73.7663376,,,
Volvo,18.5669038,73.7660372,,,
B. U. Bhandari Mercedes-Benz,18.5635526,73.7671517,,,
Škoda,18.5603717,73.7681106,,,
Audi Pune,18.5480875,73.772732,,,
Paradise Sweets,18.5647023,73.7823825,,,
Sam's Terminal,18.5645239,73.7839906,restaurant,,
Darshan Tyres,18.5648188,73.7856442,,,
Kaya,18.5739606,73.7766118,,,
Deewan Khana,18.5739308,73.7766078,restaurant,,
Shri Ganesh Sahakari Bank,18.5736899,73.7806211,bank,,
Studio 11,18.5718542,73.7811106,,,
Phoenix Pharmacy,18.5719368,73.7811099,pharmacy,,
Ashakiran Hospital,18.5719235,73.7811374,hospital,,
Akshay,18.5692493,73.7819239,restaurant,,
Van Heusen,18.5639391,73.7773012,,,
Oh So Stoned,18.5674295,73.7761183,ice_cream,,
Lokmanya Multipurpose Co-op Bank,18.5674994,73.7760787,bank,,
Mavala Darbar,18.5675534,73.7755792,restaurant,,
Nawab Asia,18.5695764,73.7745131,restaurant,,
Incognito,18.5703636,73.7739697,restaurant,,
La Pizzeria,18.5703734,73.7742737,restaurant,,
Gong,18.5703679,73.7741947,restaurant,,
Tales and Spirits,18.5718309,73.7749757,restaurant,,
Shri Mhatoba Tukaram Balwadkar Vidyalay,18.5726957,73.7744004,school,,
Orion,18.5659579,73.7728608,restaurant,,
Cabaret,18.5656884,73.7728178,restaurant,,
Post 91,18.5652905,73.7741442,restaurant,,
The Poona Canteen,18.5674237,73.7715042,restaurant,,
Elora Artisan Kitchen,18.5675463,73.7715074,restaurant,,
No Strings Attached,18.5674835,73.7714472,restaurant,,
1BHK Superbar,18.5676329,73.7715096,restaurant,,
Nirvana,18.566277,73.7713547,restaurant,,
Mystiq The Spa,18.566347,73.7713855,,,
MultiFit,18.5656335,73.7711926,,,
Surabhi,18.5254288,73.8496605,restaurant,,
Hotel Royal Palace,18.5253347,73.8495974,,,
Ranadeep Lodge,18.5309914,73.8756484,,,
Kailas,18.5309533,73.8756088,restaurant,,
Shivprasad,18.5310569,73.8757443,restaurant,,
Mangaldas Police Chowki,18.5339866,73.8789046,police,,
Nana Nani Park,18.6598634,73.7715654,,,
Flechazo,18.5926457,73.7599191,restaurant,,
Talli Twist,18.5937351,73.7571055,bar,,
Sugam,18.601005,73.754375,toilets,,
Tool Bar,18.6038223,73.7532632,bar,,
Shreeyash Electronics,18.5903806,73.7709725,,,
Surya Electronics,18.590387,73.7708759,,,
South Indian Bank,18.5904683,73.7695952,atm,,
Durian,18.5643001,73.7812306,,,
Pune Sahakari Bank Ltd.,18.5643484,73.7799311,bank,,
Kajree,18.5663508,73.7711669,,,
Kidz Avenue,18.5663075,73.7711951,,,
Men's Avenue,18.5663152,73.7711254,,,
Equitas Small Finance Bank,18.5662338,73.7713031,bank,,
Tulips,18.5571115,73.7970034,,,
Cafe Old Skool,18.5532768,73.8075129,cafe,,
Hindusthan Bakery,18.5532951,73.8070733,,,
Nosh Cafe and Kichen,18.5533066,73.8073813,cafe,,
The Blue Plate,18.5533359,73.8067814,restaurant,,
Nuts & Nibbles,18.5533188,73.8071097,,,
Kothari Hyundai,18.5549671,73.8049775,,,
Fine Foods,18.5580712,73.8040005,,,
Medical Stores,18.5598021,73.8030202,pharmacy,,
Allahabad Bank,18.5636492,73.8028184,bank,,
Kalyani Garments,18.5643074,73.8027241,,,
Trinity Music Academy,18.5642817,73.8027262,music_school,,
Wellness Forever,18.5603653,73.8093737,pharmacy,,
Peshwa,18.5604086,73.8094112,restaurant,,
Pooja Hardware and Electricals,18.5603769,73.8078151,,,
"Lokmanya Multipurpose Co-op Society Ltd., Aundh Branch",18.5603785,73.8078457,bank,,
Chappers,18.560383,73.807937,,,
Re-Born,18.5603844,73.8079662,,,
Panchali,18.5604403,73.8089415,,,
Range_Hill,18.5334765,73.8621876,metroStation,,
Parihar,18.5604315,73.8087816,,,
The Inamdar Heart Clinic,18.5604009,73.8086133,clinic,,
Akshar,18.5604194,73.8086019,,,
Foto Kwik,18.5604245,73.8086481,,,
American Tourister,18.560427,73.8086897,,,
Venky's Xprs,18.5604344,73.8088352,fast_food,,
Saltwater,18.5626701,73.8076368,restaurant,,
P. N. Gadgil & Sons,18.5640154,73.8071904,,,
Femina,18.5532393,73.807824,,,
Mukesh Super Market,18.5532434,73.8077738,,,
24 Klen,18.5532482,73.8077167,,,
Hettich Application Centre,18.5536003,73.8075592,,,
Crystal Lifestyles,18.5535864,73.8077362,,,
Sarjaa,18.5531261,73.8092758,restaurant,,
Reliance Digital,18.5541013,73.809603,,,
Reliance Footprint,18.5542589,73.8092436,,,
Shri Hanuman Super Market,18.5546531,73.8092087,,,
Admire Chemist,18.5547294,73.8092101,pharmacy,,
Dental Clinic,18.5555596,73.8090934,dentist,,
Enrich,18.555646,73.8088761,,,
Taaareef,18.5560198,73.8090143,restaurant,,
Toyzoo,18.5561965,73.8088466,,,
Mr. Veg,18.5599611,73.8092825,restaurant,,
D'Decor,18.5119759,73.8375007,,,
Pets Gallery,18.5081417,73.8307187,,,
Prem Resto Bar,18.5077353,73.8291342,restaurant,,
C. M. Drycleaners,18.5051076,73.8225051,,,
Tea Emporium,18.5051127,73.8225723,,,
Vijay Car Accessories,18.505082,73.8225068,,,
Life Care Medico,18.504266,73.8208116,pharmacy,,
Royal Net Café,18.504275,73.8208382,internet_cafe,,
Premkiran Super Market,18.5042543,73.820777,,,
Jana Small Finance Bank,18.5059008,73.8325708,bank,,
Dattatray Vishwanath Hurne,18.5031055,73.8292569,,,
Hearty Smile Clinic,18.5007136,73.8242814,dentist,,
Rich Bit Salon,18.5007301,73.8243347,,,
M4U,18.5000834,73.8226597,,,
Galaxy Optics,18.5000735,73.8226265,,,
Ambika Ladies Tailors,18.5000634,73.8225956,,,
Utsav,18.5001298,73.8227794,,,
Gandharva,18.5226465,73.8490851,restaurant,,
Saudamini Handloom,18.5167486,73.8416286,,,
perk nagar keshav,18.6245257,73.7806362,,,
The J,18.5147195,73.8154745,restaurant,,
Santosh Supermarket,18.5150977,73.8154285,,,
Yewale Tea (Yewale Chaha),18.5152024,73.8154254,,,
"State Bank of India, NRI Branch",18.5371101,73.885826,bank,,
Dadu's Sweet Emporio,18.5175955,73.8795027,,,
Café Canada,18.5272371,73.8639446,restaurant,,
Godavari Sales,18.5023844,73.8157352,,,
Nyasa Apple,18.5026742,73.8171388,,,
Vision Optics,18.5027128,73.8173291,,,
Golden Dragon,18.5027182,73.8173606,restaurant,,
TGF Cafe,18.5392176,73.8974601,cafe,,
Java,18.5390765,73.9000699,,,
Janata Sahakari Bank Ltd. Pune,18.523505,73.8461991,bank,,
Indian Bank,18.5469018,73.9011931,bank,,
Hop-In,18.5465738,73.9028902,bar,,
Mineority,18.5460101,73.9041911,restaurant,,
Cream Craver,18.5459699,73.9064354,restaurant,,
Trinity Motors,18.5462197,73.9063382,,,
Company,18.5457289,73.9064495,bar,,
The Urban Foundry,18.5448427,73.9111662,bar,,
Lord of the Drinks,18.544994,73.9057682,bar,,
Farzi Café,18.5436606,73.9050465,restaurant,,
Healthspring,18.5308191,73.8298309,pharmacy,,
Jeep,18.5306754,73.8298309,,,
Tata Motors Bafna,18.5114284,73.829426,,,
Kaya Skin Clinic,18.5547027,73.8095145,clinic,,
Ruosh,18.5547891,73.8095158,,,
Mad About Drinks,18.555037,73.8095091,bar,,
Ora Regenesis Spa,18.5550358,73.8095641,,,
Deutsche Bank,18.555571,73.8094313,bank,,
World of Titan,18.5557579,73.8094099,,,
Isa Spa,18.5564629,73.8089029,,,
P. N. Gadgil Jewellers,18.5563828,73.8089536,,,
PNG Brothers,18.5564934,73.8089271,,,
Tribhovandas Bhimji Zaveri,18.5566329,73.8088862,,,
Ornate,18.5641819,73.8131663,,,
Indane,18.562983,73.8305792,,,
I-Care Medicals,18.5628839,73.8305819,pharmacy,,
Aakash,18.5239983,73.8413832,restaurant,,
Haldiram's,18.5213482,73.8412222,fast_food,,
Nandu's Parathas,18.5359384,73.875879,restaurant,,
Just Baked,18.5357184,73.8762546,,,
Maratha Moglai,18.5358201,73.8762411,restaurant,,
Kapila,18.5340845,73.8765697,restaurant,,
Karagruh Udyog Maharashtra Vikri Kendra,18.5598949,73.8913929,,,
Oh Live Pune,18.5188022,73.9336618,bar,,
Cafe Pondi,18.5488623,73.9022208,restaurant,,
360 Degree Adventure,18.5282471,73.7454257,,,
Kala Datta Mandir,18.5187546,73.8570748,place_of_worship,,
Phani Ali Ganesh Mandir,18.5188329,73.8570996,place_of_worship,,
Chavhan Shriram Mandir,18.5189689,73.8585466,place_of_worship,,
Vishnukrupa,18.5191711,73.8499126,community_centre,,
Shrikunthunath Shwetambar Jain Mandir,18.5177049,73.85694,place_of_worship,,
Kathaa,18.5208204,73.8405007,cafe,,
Hotel Bhairavee,18.5522414,73.8033262,restaurant,,
Iron Bar & Grill,18.570359,73.7738338,restaurant,,
Guptaji Tasty Bites,18.5154534,73.8157991,cafe,,
Laxami Book Depo,18.515462,73.8154601,,,
Community cafe,18.5109027,73.8155399,cafe,,
Thikana baner,18.5545794,73.7984087,bar,,
Kibbeh,18.5607807,73.8111203,fast_food,,
Salim Hair Salon,18.5607804,73.8111317,,,
Cafe Delight,18.5151326,73.8154298,cafe,,
Om Sai Expresso,18.5127078,73.7821851,restaurant,,
Om Sai Snacks and juice center,18.5126834,73.7821774,fast_food,,
Pawar Surgical Hospital,18.5012035,73.9379293,hospital,,
BALAJI TREATS,18.4669249,73.8146529,restaurant,,
Mata Amritanandamayi Math माता अमृतानंदमयी मठ,18.6637303,73.777854,place_of_worship,,
Jewel Paradise,18.53083,73.8747421,,,
Platinum Super Market,18.555879,73.7667497,,,
Mataji Super Market,18.4600789,73.8272146,,,
Shree Datta Krupa Vegetables and Fruits Market,18.4602639,73.8260856,,,
Aaimata Super Shopee,18.4600964,73.8266859,,,
Joshi Upahar Gruha,18.5067125,73.8284664,restaurant,,
Pahunchar Swayampak Ghar,18.4992194,73.8312585,restaurant,,
Anna Vada,18.4596955,73.8244636,restaurant,,
Dilliwala Dairy Farm,18.4592446,73.8258735,,,
Rohit Wadevale,18.4593565,73.8236272,restaurant,,
Shiv Shambho Vadapav and Snacks Centre,18.4601706,73.8258956,restaurant,,
Bakers Pride Cake Shop,18.4608183,73.82575,,,
Balaji Market,18.4606762,73.825768,,,
Saraswati Trading Company,18.4608316,73.8255809,,,
Indian Bank ATM,18.4610346,73.8249897,atm,,
Mahalaxmi Sweets,18.4610753,73.8252833,,,
Shree Hari Bhel,18.4607938,73.8253909,restaurant,,
Shree Ganesh Collection,18.4608849,73.8257513,,,
Siddhivinayak Gift Corner,18.4608193,73.8254757,,,
Shivaji_Nagar,18.5302654,73.8534543,metroStation,,
Hotel Al-ZAIKA,18.4610239,73.8258406,restaurant,,
Ram Medicare,18.4604276,73.8260307,,,
Dwarika Multi-specialty Clinic,18.4600658,73.8261415,clinic,,
Trimurti Amruttulya,18.4593726,73.8235937,,,
Pulse Hospital,18.4594817,73.8233106,hospital,,
Royal Fitness Club,18.4595299,73.8232374,,,
Amrut Bhel,18.4614551,73.8133512,restaurant,,
Om Sai Hotel,18.4669663,73.8205367,restaurant,,
Red cross Library,18.5312177,73.8558569,library,,
Mini Auditorium COEP,18.5311165,73.8556592,theatre,,
Shrinath Snacks and Cafe Point,18.4606531,73.8238887,restaurant,,
Happy Selection,18.5137952,73.8552427,,,
Balaji Resorts,18.2989714,73.6771924,,,
Kamalini Kutir,18.2972028,73.6762804,,,
Marina Cafe,18.5741298,73.7391406,cafe,,
Flavours On Stone,18.5824797,73.7332687,restaurant,,
Chai Point,18.5868697,73.7339916,cafe,,
Mojo Pizza,18.5880227,73.7350591,fast_food,,
Box 8 Desi Meals,18.5878269,73.7354105,restaurant,,
Big Bang Pizza,18.5935946,73.7571543,restaurant,,
Pattal,18.5939124,73.7570927,restaurant,,
Kunal Tea and Snacks,18.5930786,73.7571597,cafe,,
Eat Zip,18.5928955,73.7571838,restaurant,,
National Travels,18.5926743,73.7572573,,,
SRS Travels,18.5925092,73.7573396,,,
Hotel Vaishnavi,18.5923032,73.7573904,restaurant,,
Healthy Bee,18.5928625,73.7591875,restaurant,,
Hotel Aradhya,18.6240428,73.663682,restaurant,,
Hotel Atharva,18.6310649,73.6500611,restaurant,,
Laxminarayan Hotel,18.631068,73.6457005,restaurant,,
K Rock Resort,18.6223551,73.6563019,,,
Sesame Street Preschool,18.6056715,73.7691846,kindergarten,,
Treebo Ranjana's,18.6038733,73.7539775,,,
Eat & Treat,18.6046824,73.7596309,restaurant,,
Gypsey Tongue,18.6046646,73.7594217,restaurant,,
Balle Balle Punjabi,18.5921016,73.7847009,restaurant,,
Al Zaika,18.5920457,73.7846808,restaurant,,
The Breakfast Box,18.5919415,73.7844945,restaurant,,
Mad Momos,18.5923593,73.784282,restaurant,,
Hot Cakes,18.5938367,73.7808971,,,
Hot Bakes,18.5942053,73.7803928,,,
Tea Center,18.5852691,73.8193095,cafe,,
Chocolate Lovers Cakes and Cafe,18.585231,73.8191351,,,
Delight Dhaba and Cafe,18.6424123,73.7371525,restaurant,,
Lucky Hotel And Restaurant,18.6407839,73.7378787,restaurant,,
BhavaniSupermarket,18.6401452,73.7366429,,,
Force Motors,18.6387017,73.7386653,,,
Gokul Hotel,18.6369785,73.739368,restaurant,,
Mahalaxmi Supermarket,18.5439549,73.7930281,,,
Kondhana Pure Veg Family Garden & Restaurants,18.4282755,73.7557963,restaurant,,
Chafa Cafe And Studio,18.533317,73.8970577,cafe,,
Sambhaji Bagve Paryavaran Jagruti Udyan,18.503586,73.8724918,,,
Bhairavnath Temple,18.5536118,73.7543244,place_of_worship,,
Hanuman Temple,18.5533993,73.7543221,place_of_worship,,
Shri 1008 Shantinath Ratntray Digamber Jain Mandir,18.5525714,73.7545509,place_of_worship,,
Pradnya Resturant,18.4923919,73.8542599,restaurant,,
Vishva Computers and Laptop Repairing Center,18.5923754,73.7847076,,,
Rangabhumi Hall,18.6196227,73.7494796,community_centre,,
Hotel Omkar Dining Hall,18.6208578,73.7465938,restaurant,,
HP Fuel,18.7343014,73.9432447,fuel,,
Asawari Garden and Club house,18.4579934,73.7846333,,,
Nanded City Eco Park,18.4547556,73.7849037,,,
Lapworld Technologies,18.5932822,73.7855414,,,
Sinhagad College cricket ground,18.4686576,73.8345016,,,
ONP Leela Hospital,18.5329215,73.8468085,hospital,,
Meera Hospital,18.5022882,73.8746894,hospital,,
Jupiter Hospital,18.5656598,73.7859859,hospital,,
Seth Ramdas Shah Memorial Hospital and Research Centre,18.5293628,73.8284091,hospital,,
Sukho Thai Spa,18.5377102,73.8291061,,,
om sai mitra mandal saisamrajya chowk saswad,18.3521915,74.023516,place_of_worship,,
International Girls Hostel,18.5569591,73.822172,,,
Bhagini Nivedita Bank - Sangvi Branch,18.5730017,73.8182483,bank,,
Ashwini Hospital,18.576745,73.7757678,hospital,,
श्रीराम वडापाव,18.5987622,73.7638272,fast_food,,
Head To Toes Salon,18.5611592,73.8051065,,,
The Chinese Wok,18.5873107,73.7801516,restaurant,,
Chat Bazar Chowpati - The Lake Side Cafe,18.4966146,73.7327146,cafe,,
